16/12/2006;17:24:00;4.216;0.418;234.840;18.400;0.000;1.000;17.000
16/12/2006;17:25:00;5.360;0.436;233.630;23.000;0.000;1.000;16.000
17/12/2006;17:26:00;5.374;0.498;233.290;23.000;0.000;2.000;17.000
17/12/2006;18:00:00;2.790;0.180;237.520;11.800;0.000;0.000;18.000
18/12/2006;18:01:00;2.624;0.144;238.200;11.000;0.000;0.000;17.000
18/12/2006;18:02:00;2.772;0.118;238.280;11.600;0.000;0.000;17.000
19/12/2006;19:00:00;4.070;0.088;231.990;17.400;0.000;1.000;17.000
19/12/2006;19:01:00;3.612;0.090;232.360;15.600;0.000;2.000;16.000
19/12/2006;20:02:00;3.458;0.090;232.710;14.800;0.000;1.000;17.000
19/12/2006;20:03:00;3.458;0.090;232.716;14.800;0.000;1.000;17.000
20/12/2006;05:47:00;2.324;0.000;242.600;9.600;0.000;0.000;0.000
20/12/2006;05:48:00;1.852;0.000;243.740;8.400;0.000;0.000;0.000
