16/12/2006;17:24:00;4.216;0.418;234.840;18.400;0.000;1.000;17.000
16/12/2006;17:25:00;5.360;0.436;233.630;23.000;0.000;1.000;16.000
17/12/2006;17:26:00;5.374;0.498;233.290;23.000;0.000;2.000;17.000
17/12/2006;18:00:00;2.790;0.180;237.520;11.800;0.000;0.000;18.000
18/12/2006;18:01:00;2.624;0.144;238.200;11.000;0.000;0.000;17.000
18/12/2006;18:02:00;2.772;0.118;238.280;11.600;0.000;0.000;17.000
19/12/2006;19:00:00;4.070;0.088;231.990;17.400;0.000;1.000;17.000
19/12/2006;19:01:00;3.612;0.090;232.360;15.600;0.000;2.000;16.000
19/12/2006;19:02:00;3.458;0.090;232.710;14.800;0.000;1.000;17.000
20/12/2006;05:47:00;2.324;0.000;242.600;9.600;0.000;0.000;0.000
20/12/2006;05:48:00;1.852;0.000;243.740;8.400;0.000;0.000;0.000
21/12/2006;05:49:00;0.226;0.000;247.080;1.000;0.000;0.000;0.000
21/12/2006;07:33:00;0.268;0.076;242.220;1.200;0.000;0.000;0.000
21/12/2006;07:34:00;1.734;0.000;242.550;8.000;0.000;0.000;0.000
3/8/2007;20:32:00;0.138;0.000;234.850;0.600;0.000;0.000;0.000
3/8/2007;21:51:00;0.138;0.000;234.440;0.600;0.000;0.000;0.000
3/8/2007;21:52:00;0.138;0.000;234.860;0.600;0.000;0.000;0.000
3/8/2007;21:53:00;0.138;0.000;235.110;0.600;0.000;0.000;0.000
3/8/2007;21:54:00;0.138;0.000;235.670;0.600;0.000;0.000;0.000
3/8/2007;21:55:00;0.140;0.000;235.780;0.600;0.000;0.000;0.000
3/8/2007;21:56:00;0.222;0.078;236.030;1.200;0.000;0.000;0.000
4/8/2007;04:16:00;0.264;0.224;236.470;1.400;0.000;0.000;0.000
4/8/2007;04:17:00;0.264;0.224;236.750;1.400;0.000;0.000;0.000
4/8/2007;04:18:00;0.262;0.224;236.630;1.400;0.000;0.000;0.000
4/8/2007;04:19:00;0.262;0.222;236.060;1.400;0.000;0.000;0.000
4/8/2007;04:20:00;0.206;0.142;236.300;1.000;0.000;0.000;0.000
4/8/2007;04:21:00;0.194;0.124;236.540;1.000;0.000;0.000;0.000
26/12/2007;11:48:00;2.628;0.104;239.190;11.000;0.000;0.000;17.000
26/12/2007;11:49:00;2.634;0.106;239.460;11.000;0.000;0.000;18.000
26/12/2007;11:50:00;2.624;0.104;239.030;11.000;0.000;0.000;18.000
26/12/2007;11:51:00;2.626;0.102;238.870;11.000;0.000;0.000;17.000
26/12/2007;11:52:00;2.620;0.100;238.750;11.000;0.000;0.000;18.000
26/12/2007;11:53:00;2.608;0.098;238.670;11.000;0.000;0.000;17.000
26/12/2007;11:54:00;2.620;0.098;239.010;11.000;0.000;0.000;18.000
26/12/2007;11:55:00;2.648;0.098;239.160;11.200;0.000;0.000;17.000
26/12/2007;11:56:00;2.624;0.100;239.150;11.000;0.000;0.000;18.000
26/12/2007;12:11:00;2.474;0.000;238.550;10.400;0.000;0.000;18.000
26/12/2007;12:12:00;2.306;0.072;238.910;9.800;0.000;0.000;17.000
